case_id,split,difficulty,source_type,cohort,document_extraction_score,classification_score,evidence_retrieval_score,explanation_generation_score,document_extraction_probability,classification_probability,evidence_retrieval_probability,explanation_generation_probability,end_to_end_correct
227,evaluation,Complex,native_pdf,pond_a,0.750991,0.837326,0.427158,0.542362,0.591398,0.77027,0.527778,0.133333,0
228,evaluation,Moderate,scan,pond_b,0.825229,0.930446,0.705401,0.850884,0.738397,0.865854,0.8725,0.868132,1
229,evaluation,Moderate,scan,pond_a,0.901346,0.996008,0.706082,0.798469,0.843284,0.989848,0.8725,0.772487,0
230,evaluation,Simple,native_pdf,pond_b,0.73526,0.920826,0.880083,0.716232,0.591398,0.862069,0.979798,0.591837,0
231,development,Simple,native_pdf,pond_b,0.917423,0.894358,0.801266,0.868086,0.857143,0.809353,0.891117,0.897233,0
232,evaluation,Moderate,scan,pond_a,0.775622,0.620991,0.592377,0.847365,0.592522,0.521739,0.753623,0.868132,0
233,evaluation,Moderate,scan,pond_a,0.877339,0.978348,0.715313,0.860906,0.777778,0.933333,0.8725,0.894737,0
234,evaluation,Complex,native_pdf,pond_a,0.728208,0.69348,0.271841,0.557765,0.552632,0.567568,0.192308,0.133333,0
235,development,Simple,scan,pond_a,0.860395,0.822196,0.43674,0.84173,0.768421,0.727723,0.581673,0.80137,0
236,development,Moderate,scan,pond_a,0.884824,0.997465,0.717899,0.751932,0.789474,1.0,0.8725,0.687861,1
237,evaluation,Simple,scan,pond_b,0.718026,0.939327,0.722331,0.803877,0.552632,0.867188,0.8725,0.772487,0
238,development,Moderate,native_pdf,pond_b,0.937691,0.992728,0.482212,0.871358,0.934783,0.989848,0.581673,0.897233,1
239,development,Complex,scan,pond_a,0.552074,0.564298,0.449037,0.57272,0.338028,0.485714,0.581673,0.133333,0
240,evaluation,Simple,native_pdf,pond_b,0.96332,0.992972,0.910401,0.924069,0.966942,0.989848,0.982759,1.0,1
241,development,Moderate,scan,pond_b,0.807336,0.953859,0.775016,0.894928,0.672727,0.88172,0.888889,0.937931,1
242,development,Complex,scan,pond_b,0.807501,0.528738,0.532635,0.596668,0.672727,0.485714,0.581673,0.307692,0
243,development,Moderate,scan,pond_b,0.634635,0.845456,0.631608,0.863327,0.421053,0.77027,0.778571,0.897233,0
244,evaluation,Moderate,scan,pond_b,0.716486,0.931696,0.688786,0.906665,0.552632,0.865854,0.8725,0.937931,1
245,development,Simple,native_pdf,pond_b,0.950928,0.98046,0.932332,0.888392,0.945946,0.933333,1.0,0.911111,1
246,development,Simple,native_pdf,pond_b,0.950854,0.968919,0.899416,0.78481,0.945946,0.88172,0.982759,0.772487,1
247,development,Simple,scan,pond_b,0.934422,0.993496,0.809788,0.832196,0.887701,0.989848,0.891117,0.791444,1
248,evaluation,Simple,native_pdf,pond_b,0.962708,0.961733,0.632943,0.821309,0.966942,0.88172,0.778571,0.791444,0
249,evaluation,Complex,scan,pond_a,0.717847,0.937386,0.64517,0.622035,0.552632,0.867188,0.778571,0.333333,0
250,development,Simple,scan,pond_b,0.884792,0.971282,0.872995,0.909751,0.789474,0.88172,0.979798,0.987179,1
251,development,Simple,native_pdf,pond_b,0.945409,0.975623,0.754586,0.885649,0.945946,0.923077,0.8725,0.902174,1
252,development,Moderate,scan,pond_b,0.941229,0.997211,0.93606,0.893158,0.934783,0.989848,1.0,0.937931,1
253,development,Moderate,native_pdf,pond_a,0.870887,0.994434,0.818443,0.745494,0.768421,0.989848,0.891117,0.687861,0
254,development,Moderate,scan,pond_b,0.554663,0.457318,0.706359,0.874118,0.338028,0.485714,0.8725,0.897233,1
255,development,Simple,scan,pond_a,0.916841,0.974999,0.942163,0.902659,0.857143,0.923077,1.0,0.937931,1
256,development,Simple,native_pdf,pond_a,0.95981,0.979854,0.967271,0.792292,0.966942,0.933333,1.0,0.772487,1
257,development,Simple,scan,pond_b,0.907948,0.795869,0.879078,0.764465,0.843284,0.727723,0.979798,0.687861,0
258,evaluation,Moderate,native_pdf,pond_b,0.91099,0.863934,0.645182,0.882126,0.857143,0.809353,0.778571,0.902174,0
259,development,Complex,native_pdf,pond_a,0.66395,0.83626,0.508805,0.734374,0.5,0.77027,0.581673,0.591837,1
260,development,Simple,scan,pond_b,0.952186,0.993042,0.738327,0.813651,0.945946,0.989848,0.8725,0.772487,1
261,development,Simple,scan,pond_a,0.880382,0.731469,0.95022,0.697606,0.789474,0.666667,1.0,0.527397,0
262,evaluation,Complex,native_pdf,pond_b,0.874513,0.548929,0.714464,0.759603,0.777778,0.485714,0.8725,0.687861,0
263,development,Moderate,scan,pond_a,0.766992,0.702302,0.309323,0.714569,0.591398,0.567568,0.25,0.591837,0
264,development,Simple,native_pdf,pond_b,0.961697,0.99652,0.919841,0.868675,0.966942,0.989848,1.0,0.897233,1
265,development,Complex,scan,pond_a,0.526,0.421972,0.474104,0.628093,0.338028,0.419355,0.581673,0.388889,0
266,development,Simple,native_pdf,pond_a,0.875097,0.827538,0.476495,0.660509,0.777778,0.727723,0.581673,0.527397,0
267,evaluation,Simple,scan,pond_b,0.948944,0.988082,0.87561,0.837045,0.945946,0.957792,0.979798,0.80137,1
268,development,Simple,native_pdf,pond_b,0.942704,0.98845,0.662739,0.924029,0.934783,0.957792,0.863158,1.0,1
269,development,Simple,native_pdf,pond_b,0.941804,0.976067,0.878943,0.817909,0.934783,0.923077,0.979798,0.791444,1
270,evaluation,Complex,native_pdf,pond_b,0.575926,0.186738,0.131706,0.688535,0.421053,0.16,0.12,0.527397,0
271,evaluation,Simple,native_pdf,pond_b,0.949076,0.990198,0.854487,0.889514,0.945946,0.957792,0.951456,0.911111,1
272,development,Simple,scan,pond_b,0.851251,0.876821,0.825963,0.843189,0.744681,0.809353,0.891117,0.80137,0
273,development,Moderate,scan,pond_a,0.729889,0.924808,0.769766,0.694442,0.552632,0.862069,0.8725,0.527397,0
274,evaluation,Simple,scan,pond_a,0.677455,0.893737,0.705008,0.722474,0.552632,0.809353,0.8725,0.591837,0
275,development,Simple,native_pdf,pond_b,0.967861,0.996914,0.940321,0.915374,0.966942,0.989848,1.0,0.987179,1
276,evaluation,Moderate,native_pdf,pond_a,0.667767,0.664933,0.448498,0.773047,0.5,0.54386,0.581673,0.727273,0
277,development,Simple,scan,pond_a,0.857617,0.697985,0.472896,0.697877,0.768421,0.567568,0.581673,0.527397,0
278,evaluation,Moderate,native_pdf,pond_a,0.870722,0.963147,0.541025,0.564626,0.768421,0.88172,0.581673,0.133333,0
279,evaluation,Moderate,scan,pond_a,0.840475,0.890626,0.790081,0.794314,0.738397,0.809353,0.891117,0.772487,0
280,evaluation,Moderate,native_pdf,pond_a,0.712845,0.403473,0.381942,0.735594,0.552632,0.415385,0.435484,0.591837,0
281,evaluation,Simple,scan,pond_a,0.775889,0.899671,0.656809,0.861149,0.596268,0.809353,0.778571,0.894737,0
282,development,Moderate,scan,pond_b,0.44732,0.763039,0.275924,0.828699,0.235294,0.727723,0.192308,0.791444,0
283,development,Simple,scan,pond_a,0.892315,0.964722,0.947215,0.802252,0.793103,0.88172,1.0,0.772487,0
284,development,Moderate,native_pdf,pond_a,0.942351,0.98837,0.912161,0.814296,0.934783,0.957792,1.0,0.772487,1
285,evaluation,Moderate,scan,pond_b,0.853247,0.985194,0.819115,0.874737,0.744681,0.957792,0.891117,0.897233,1
286,development,Moderate,native_pdf,pond_a,0.888958,0.897541,0.384828,0.657234,0.789474,0.809353,0.435484,0.527397,0
287,development,Moderate,native_pdf,pond_a,0.905782,0.946206,0.815246,0.754851,0.843284,0.867188,0.891117,0.687861,1
288,development,Complex,native_pdf,pond_a,0.571939,0.511006,0.279267,0.656269,0.338028,0.485714,0.192308,0.527397,0
289,evaluation,Simple,scan,pond_b,0.613715,0.847074,0.598736,0.863737,0.421053,0.77027,0.753623,0.897233,0
290,evaluation,Simple,scan,pond_a,0.787528,0.984232,0.573584,0.764872,0.672131,0.957792,0.75,0.687861,1
291,development,Moderate,scan,pond_b,0.871389,0.99651,0.750165,0.846513,0.768421,0.989848,0.8725,0.868132,1
292,development,Simple,native_pdf,pond_a,0.830305,0.903412,0.86725,0.816651,0.738397,0.809353,0.979798,0.772487,1
293,evaluation,Complex,native_pdf,pond_a,0.802656,0.814264,0.734801,0.72831,0.672727,0.727723,0.8725,0.591837,1
294,evaluation,Moderate,native_pdf,pond_b,0.852983,0.955522,0.59665,0.805592,0.744681,0.88172,0.753623,0.772487,0
295,evaluation,Complex,scan,pond_b,0.373117,0.238776,0.171751,0.73637,0.2,0.415385,0.153846,0.591837,0
296,evaluation,Complex,scan,pond_b,0.604224,0.737275,0.284909,0.832244,0.421053,0.727723,0.192308,0.791444,1
297,evaluation,Complex,native_pdf,pond_a,0.759741,0.78612,0.57976,0.644848,0.591398,0.727723,0.753623,0.388889,0
298,evaluation,Simple,native_pdf,pond_b,0.907776,0.931773,0.85949,0.818951,0.843284,0.865854,0.951456,0.791444,1
299,evaluation,Complex,native_pdf,pond_a,0.792513,0.514934,0.255216,0.610343,0.672727,0.485714,0.192308,0.333333,0
300,development,Moderate,scan,pond_b,0.873021,0.652061,0.575328,0.89095,0.768421,0.54386,0.753623,0.911111,1
301,evaluation,Moderate,native_pdf,pond_b,0.506147,0.271849,0.12445,0.743127,0.338028,0.415385,0.12,0.687861,0
302,development,Simple,scan,pond_a,0.962576,0.99743,0.927903,0.837835,0.966942,1.0,1.0,0.80137,1
303,evaluation,Moderate,native_pdf,pond_b,0.900598,0.99708,0.860807,0.862111,0.843284,0.989848,0.951456,0.897233,1
304,evaluation,Simple,native_pdf,pond_a,0.923903,0.985424,0.960951,0.829732,0.887701,0.957792,1.0,0.791444,1
305,evaluation,Moderate,native_pdf,pond_b,0.818414,0.576446,0.563092,0.815913,0.738397,0.485714,0.681818,0.772487,0
306,development,Simple,scan,pond_a,0.837615,0.980962,0.810888,0.807857,0.738397,0.933333,0.891117,0.772487,0
307,development,Simple,native_pdf,pond_b,0.892388,0.950368,0.871531,0.807664,0.793103,0.868421,0.979798,0.772487,0
308,development,Simple,native_pdf,pond_b,0.969537,0.996257,0.914708,0.932073,0.966942,0.989848,1.0,1.0,1
309,development,Simple,scan,pond_b,0.899122,0.994844,0.736057,0.855192,0.843284,0.989848,0.8725,0.894737,1
310,evaluation,Moderate,scan,pond_b,0.721232,0.829554,0.428708,0.856488,0.552632,0.727723,0.527778,0.894737,1
311,development,Simple,native_pdf,pond_b,0.931468,0.801277,0.928771,0.877214,0.887701,0.727723,1.0,0.897233,1
312,development,Moderate,native_pdf,pond_b,0.874052,0.758634,0.63806,0.651011,0.777778,0.727723,0.778571,0.388889,0
313,development,Simple,native_pdf,pond_b,0.921068,0.977997,0.761355,0.744062,0.887701,0.933333,0.8725,0.687861,1
314,evaluation,Simple,native_pdf,pond_b,0.867144,0.9048,0.722919,0.871905,0.768421,0.809353,0.8725,0.897233,0
315,development,Simple,scan,pond_b,0.947605,0.996325,0.808027,0.852281,0.945946,0.989848,0.891117,0.894737,1
316,evaluation,Complex,native_pdf,pond_b,0.593698,0.343154,0.241445,0.805514,0.421053,0.415385,0.192308,0.772487,0
317,evaluation,Simple,scan,pond_b,0.846784,0.930813,0.320936,0.835809,0.744681,0.865854,0.294118,0.80137,0
318,development,Simple,scan,pond_b,0.915268,0.97903,0.782679,0.867471,0.857143,0.933333,0.891117,0.897233,0
319,development,Simple,scan,pond_a,0.718566,0.946817,0.781269,0.785724,0.552632,0.867188,0.891117,0.772487,1
320,evaluation,Moderate,native_pdf,pond_a,0.865219,0.967183,0.743065,0.750946,0.768421,0.88172,0.8725,0.687861,0
321,evaluation,Complex,native_pdf,pond_a,0.654846,0.479133,0.208313,0.642629,0.5,0.485714,0.192308,0.388889,0
322,development,Moderate,native_pdf,pond_b,0.861429,0.918838,0.550251,0.883605,0.768421,0.862069,0.681818,0.902174,1
323,evaluation,Moderate,scan,pond_a,0.653618,0.408845,0.37758,0.693245,0.5,0.415385,0.435484,0.527397,0
324,evaluation,Simple,scan,pond_a,0.914996,0.988585,0.85295,0.834689,0.857143,0.957792,0.951456,0.80137,1
325,evaluation,Moderate,scan,pond_a,0.596302,0.658713,0.625001,0.691201,0.421053,0.54386,0.778571,0.527397,1
326,development,Simple,native_pdf,pond_b,0.942165,0.938349,0.716064,0.838409,0.934783,0.867188,0.8725,0.80137,0
327,development,Moderate,scan,pond_b,0.793115,0.834235,0.567605,0.856945,0.672727,0.77027,0.681818,0.894737,0
328,evaluation,Moderate,native_pdf,pond_b,0.875037,0.646894,0.521818,0.910362,0.777778,0.54386,0.581673,0.987179,0
329,development,Simple,scan,pond_a,0.886567,0.966605,0.788877,0.760781,0.789474,0.88172,0.891117,0.687861,0
330,development,Simple,native_pdf,pond_b,0.878852,0.969463,0.687886,0.888549,0.777778,0.88172,0.8725,0.911111,0
331,development,Complex,scan,pond_a,0.623597,0.5733,0.252336,0.593153,0.421053,0.485714,0.192308,0.307692,0
332,development,Simple,scan,pond_a,0.891423,0.98995,0.915734,0.779761,0.793103,0.957792,1.0,0.727273,1
333,evaluation,Complex,native_pdf,pond_a,0.777832,0.882216,0.522552,0.704041,0.6,0.809353,0.581673,0.571429,0
334,development,Simple,native_pdf,pond_b,0.9388,0.985839,0.812907,0.830496,0.934783,0.957792,0.891117,0.791444,0
335,evaluation,Complex,native_pdf,pond_a,0.904218,0.735227,0.544206,0.678674,0.843284,0.671506,0.681818,0.527397,1
336,development,Simple,native_pdf,pond_b,0.8114,0.945915,0.665514,0.813361,0.738397,0.867188,0.863158,0.772487,0
337,evaluation,Moderate,scan,pond_a,0.762458,0.929014,0.725215,0.73918,0.591398,0.865854,0.8725,0.591837,1
338,development,Simple,scan,pond_b,0.867319,0.846806,0.719521,0.919758,0.768421,0.77027,0.8725,0.987179,1
339,development,Simple,scan,pond_a,0.928845,0.997275,0.762486,0.810107,0.887701,0.989848,0.8725,0.772487,1
340,development,Moderate,native_pdf,pond_a,0.895716,0.779321,0.819878,0.681223,0.843284,0.727723,0.891117,0.527397,1
341,development,Simple,scan,pond_a,0.920782,0.994257,0.857564,0.821972,0.887701,0.989848,0.951456,0.791444,1
342,development,Moderate,scan,pond_a,0.909888,0.988316,0.868679,0.74579,0.857143,0.957792,0.979798,0.687861,1
343,evaluation,Complex,native_pdf,pond_a,0.836072,0.922749,0.417941,0.801608,0.738397,0.862069,0.527778,0.772487,1
344,development,Simple,scan,pond_b,0.831576,0.965951,0.867497,0.851076,0.738397,0.88172,0.979798,0.868132,1
345,development,Moderate,scan,pond_b,0.642317,0.936288,0.344744,0.812743,0.421053,0.867188,0.435484,0.772487,0
346,evaluation,Simple,scan,pond_a,0.709826,0.922098,0.714421,0.753055,0.552632,0.862069,0.8725,0.687861,1
347,evaluation,Complex,scan,pond_a,0.592657,0.619262,0.170578,0.807503,0.421053,0.521739,0.153846,0.772487,0
348,evaluation,Complex,native_pdf,pond_b,0.880189,0.953909,0.370472,0.738885,0.789474,0.88172,0.435484,0.591837,0
349,development,Simple,native_pdf,pond_b,0.856897,0.915679,0.798678,0.857564,0.768421,0.857143,0.891117,0.894737,1
350,development,Simple,native_pdf,pond_b,0.962611,0.979122,0.784311,0.888235,0.966942,0.933333,0.891117,0.911111,1
351,development,Simple,scan,pond_a,0.799234,0.940429,0.720087,0.850904,0.672727,0.867188,0.8725,0.868132,0
352,development,Moderate,native_pdf,pond_b,0.92936,0.953285,0.831953,0.88639,0.887701,0.88172,0.891117,0.902174,0
353,development,Simple,native_pdf,pond_b,0.848093,0.613604,0.616575,0.877133,0.744681,0.521739,0.753623,0.897233,0
354,development,Simple,native_pdf,pond_b,0.91816,0.98081,0.401457,0.806674,0.857143,0.933333,0.435484,0.772487,0
355,development,Simple,native_pdf,pond_a,0.938504,0.756064,0.624387,0.837455,0.934783,0.727723,0.778571,0.80137,0
356,development,Moderate,native_pdf,pond_a,0.960244,0.979112,0.77941,0.822517,0.966942,0.933333,0.891117,0.791444,1
357,evaluation,Complex,native_pdf,pond_a,0.718517,0.682627,0.721023,0.450311,0.552632,0.567568,0.8725,0.00545,0
358,development,Simple,native_pdf,pond_a,0.950239,0.843602,0.754142,0.857306,0.945946,0.77027,0.8725,0.894737,1
359,development,Simple,native_pdf,pond_a,0.939066,0.915435,0.937213,0.787639,0.934783,0.857143,1.0,0.772487,0
360,evaluation,Complex,scan,pond_a,0.803032,0.900594,0.447205,0.621088,0.672727,0.809353,0.581673,0.333333,1
361,development,Moderate,native_pdf,pond_b,0.836653,0.984407,0.601808,0.716507,0.738397,0.957792,0.753623,0.591837,0
362,development,Moderate,scan,pond_a,0.798055,0.86447,0.767237,0.766741,0.672727,0.809353,0.8725,0.727273,1
363,development,Simple,scan,pond_b,0.800134,0.880027,0.324656,0.857061,0.672727,0.809353,0.363636,0.894737,0
364,development,Simple,native_pdf,pond_b,0.971049,0.983141,0.877208,0.877467,0.977778,0.957792,0.979798,0.897233,1
365,evaluation,Moderate,native_pdf,pond_a,0.857895,0.980837,0.45899,0.822693,0.768421,0.933333,0.581673,0.791444,1
366,development,Simple,native_pdf,pond_a,0.839592,0.920757,0.824423,0.743287,0.738397,0.862069,0.891117,0.687861,1
367,development,Simple,native_pdf,pond_a,0.932972,0.988055,0.904601,0.852197,0.887701,0.957792,0.982759,0.894737,1
368,evaluation,Complex,scan,pond_b,0.717113,0.900863,0.664867,0.807333,0.552632,0.809353,0.863158,0.772487,0
369,evaluation,Moderate,native_pdf,pond_b,0.521523,0.473363,0.157938,0.714486,0.338028,0.485714,0.141308,0.591837,0
370,development,Simple,native_pdf,pond_a,0.947639,0.978901,0.888518,0.760589,0.945946,0.933333,0.982759,0.687861,1
371,development,Complex,scan,pond_b,0.564624,0.479747,0.200277,0.826885,0.338028,0.485714,0.153846,0.791444,0
372,development,Simple,native_pdf,pond_a,0.940393,0.991593,0.916512,0.752761,0.934783,0.957792,1.0,0.687861,0
373,evaluation,Simple,scan,pond_a,0.910216,0.95732,0.556375,0.802953,0.857143,0.88172,0.681818,0.772487,1
374,evaluation,Moderate,native_pdf,pond_a,0.928126,0.987795,0.903329,0.845301,0.887701,0.957792,0.982759,0.868132,1
375,development,Complex,native_pdf,pond_a,0.660069,0.371806,0.348981,0.656978,0.5,0.415385,0.435484,0.527397,0
376,evaluation,Complex,scan,pond_a,0.603045,0.855063,0.678414,0.71866,0.421053,0.809353,0.863158,0.591837,1
377,development,Simple,native_pdf,pond_a,0.965176,0.98836,0.822805,0.808156,0.966942,0.957792,0.891117,0.772487,1
378,development,Simple,scan,pond_a,0.803761,0.959621,0.568523,0.771044,0.672727,0.88172,0.681818,0.727273,1
379,development,Simple,scan,pond_a,0.926014,0.932895,0.653731,0.754156,0.887701,0.865854,0.778571,0.687861,0
380,evaluation,Moderate,scan,pond_a,0.810001,0.990504,0.751464,0.806779,0.738397,0.957792,0.8725,0.772487,1
381,development,Simple,scan,pond_a,0.956524,0.992038,0.865668,0.756805,0.966942,0.989848,0.951456,0.687861,1
382,development,Complex,native_pdf,pond_a,0.681937,0.49089,0.398293,0.678453,0.552632,0.485714,0.435484,0.527397,1
383,development,Moderate,native_pdf,pond_b,0.937392,0.925732,0.769463,0.87997,0.934783,0.865854,0.8725,0.897233,1
384,development,Complex,native_pdf,pond_a,0.736651,0.686889,0.803002,0.500633,0.591398,0.567568,0.891117,0.133333,0
385,development,Simple,native_pdf,pond_b,0.949194,0.983415,0.867655,0.919981,0.945946,0.957792,0.979798,0.987179,1
386,development,Simple,native_pdf,pond_a,0.95105,0.998496,0.92636,0.765161,0.945946,1.0,1.0,0.687861,1
387,evaluation,Complex,scan,pond_b,0.550712,0.342901,0.635424,0.800052,0.338028,0.415385,0.778571,0.772487,0
388,evaluation,Simple,scan,pond_a,0.755433,0.986814,0.783847,0.674849,0.591398,0.957792,0.891117,0.527397,0
389,evaluation,Complex,scan,pond_a,0.847091,0.835204,0.698448,0.758728,0.744681,0.77027,0.8725,0.687861,0
390,evaluation,Complex,scan,pond_b,0.564802,0.944198,0.629085,0.763508,0.338028,0.867188,0.778571,0.687861,0
391,evaluation,Moderate,scan,pond_b,0.690599,0.883097,0.373016,0.883156,0.552632,0.809353,0.435484,0.902174,0
392,evaluation,Complex,scan,pond_a,0.302898,0.037046,0.077862,0.48166,0.181818,0.0,0.0,0.107256,0
393,evaluation,Simple,native_pdf,pond_a,0.92194,0.982105,0.637581,0.842328,0.887701,0.957792,0.778571,0.80137,1
394,evaluation,Moderate,native_pdf,pond_b,0.956638,0.993022,0.864572,0.844108,0.966942,0.989848,0.951456,0.868132,1
395,development,Moderate,native_pdf,pond_b,0.783317,0.845645,0.553666,0.887202,0.672131,0.77027,0.681818,0.902174,0
396,development,Complex,scan,pond_a,0.645455,0.342199,0.167179,0.668803,0.421053,0.415385,0.153846,0.527397,0
397,evaluation,Simple,native_pdf,pond_a,0.969742,0.988704,0.90482,0.798793,0.966942,0.957792,0.982759,0.772487,1
398,development,Simple,native_pdf,pond_b,0.861109,0.888556,0.653105,0.881673,0.768421,0.809353,0.778571,0.902174,1
399,evaluation,Moderate,native_pdf,pond_a,0.913978,0.917354,0.73977,0.79543,0.857143,0.862069,0.8725,0.772487,1
400,development,Moderate,native_pdf,pond_a,0.872789,0.914255,0.63202,0.674018,0.768421,0.857143,0.778571,0.527397,1
401,development,Simple,scan,pond_b,0.937224,0.965089,0.865407,0.839552,0.934783,0.88172,0.951456,0.80137,1
